# Data acquisitions by iteration (iter npts x y)
 -1.0000000000E+00  1.0000000000E+00      -5.0000000000E+01 -5.0000000000E+01  1.9595600000E+01
  0.0000000000E+00  2.0000000000E+00       1.3000000000E+02  1.0000000000E+01  2.2614900000E+01
  1.0000000000E+00  3.0000000000E+00      -3.7884435187E+01  5.3449591423E+01  1.9785400000E+01
  2.0000000000E+00  4.0000000000E+00       1.2036333376E+01 -4.9211929201E+01  1.9224900000E+01
  3.0000000000E+00  5.0000000000E+00      -6.2074462649E+00 -2.5208682339E+01  2.2147500000E+01
  4.0000000000E+00  6.0000000000E+00       6.3592476029E+01  5.9181189471E+01  1.5928500000E+01
  5.0000000000E+00  7.0000000000E+00       1.0196677654E+02  6.6234751794E+01  1.8804300000E+01
  6.0000000000E+00  8.0000000000E+00       5.0686216876E+01  4.4446222725E+01  1.6535600000E+01
  7.0000000000E+00  9.0000000000E+00       6.2195083319E+01 -3.8667915758E+01  1.6677400000E+01
  8.0000000000E+00  1.0000000000E+01       2.3269836693E+02  6.6178432340E+01  2.3913600000E+01
  9.0000000000E+00  1.1000000000E+01       5.7155566957E+01  5.2354269410E+00  1.9252700000E+01
  1.0000000000E+01  1.2000000000E+01       2.8592900928E+02  9.2111190304E+00  2.3794300000E+01
  1.1000000000E+01  1.3000000000E+01       4.7937196524E+01 -5.0000000000E+01  1.6118300000E+01
  1.2000000000E+01  1.4000000000E+01       1.6769548624E+02 -2.9964236557E+01  1.9339100000E+01
  1.3000000000E+01  1.5000000000E+01       7.8291961160E+01  3.6869762123E+01  1.8102500000E+01
  1.4000000000E+01  1.6000000000E+01       1.6765978818E+02  4.7913934938E+01  1.8106000000E+01
  1.5000000000E+01  1.7000000000E+01       1.5560978101E+01  2.7000047582E+01  2.0819300000E+01
  1.6000000000E+01  1.8000000000E+01       1.9214746948E+02  1.6886629718E+01  2.2220900000E+01
  1.7000000000E+01  1.9000000000E+01       1.5093135564E+02  6.5856836906E+01  1.8175400000E+01
  1.8000000000E+01  2.0000000000E+01       4.7893242626E+01  5.7976006189E+01  1.6003100000E+01
  1.9000000000E+01  2.1000000000E+01       5.8958721918E+01  6.6182260474E+01  1.5848700000E+01
  2.0000000000E+01  2.2000000000E+01       5.6023305419E+01  6.0882729732E+01  1.5796400000E+01
  2.1000000000E+01  2.3000000000E+01       2.4092953643E+02 -1.3898929392E+01  2.7184000000E+01
  2.2000000000E+01  2.4000000000E+01       2.5815797935E+02  3.6866719397E+01  2.4521100000E+01
  2.3000000000E+01  2.5000000000E+01       2.6835234443E+02 -3.6426037755E+01  2.3403900000E+01
  2.4000000000E+01  2.6000000000E+01      -3.1284575358E+01  7.1973355781E+00  2.3232800000E+01
  2.5000000000E+01  2.7000000000E+01       1.0850443904E+02 -1.3508787509E+01  2.2214100000E+01
  2.6000000000E+01  2.8000000000E+01       2.0454940617E+02 -3.2532784392E+01  2.2202800000E+01
  2.7000000000E+01  2.9000000000E+01       1.7252504526E+02 -5.0000000000E+01  1.7964800000E+01
  2.8000000000E+01  3.0000000000E+01       2.1579044114E+02  3.7381577524E+01  2.3589800000E+01
  2.9000000000E+01  3.1000000000E+01       3.0404624073E+02 -1.7597012672E+01  2.2155600000E+01
  3.0000000000E+01  3.2000000000E+01       5.6434686501E+01 -5.0000000000E+01  1.5942700000E+01
  3.1000000000E+01  3.3000000000E+01       1.4840411306E+01 -3.3825631405E+00  2.2167900000E+01
  3.2000000000E+01  3.4000000000E+01       2.8529935574E+02  5.1709446496E+01  2.0703900000E+01
  3.3000000000E+01  3.5000000000E+01       1.8930631403E+02 -7.3456180221E+00  2.2255400000E+01
  3.4000000000E+01  3.6000000000E+01       3.0500000189E+02  2.9003993566E+01  2.1332700000E+01
  3.5000000000E+01  3.7000000000E+01       1.2511133593E+02  3.9050766402E+01  2.0380900000E+01
  3.6000000000E+01  3.8000000000E+01       1.6598093588E+02  6.0834172347E+01  1.7701500000E+01
  3.7000000000E+01  3.9000000000E+01       2.3217659642E+02  1.1452605864E+01  2.7249400000E+01
  3.8000000000E+01  4.0000000000E+01       1.3540582117E+02 -2.1370695591E+01  2.1429600000E+01
  3.9000000000E+01  4.1000000000E+01       1.5935918448E+02  3.0256192678E+00  2.1327000000E+01
  4.0000000000E+01  4.2000000000E+01       4.1146599673E+01 -1.4500320312E+01  1.9195500000E+01
  4.1000000000E+01  4.3000000000E+01      -2.3652293229E+01 -4.2463896323E+01  2.0684100000E+01
  4.2000000000E+01  4.4000000000E+01      -1.6668281014E+01  3.2015746302E+01  2.1878000000E+01
  4.3000000000E+01  4.5000000000E+01       8.8285076329E+01  4.3818429576E+00  2.1237300000E+01
  4.4000000000E+01  4.6000000000E+01       2.6199676719E+02 -2.6462968136E+00  2.6528500000E+01
  4.5000000000E+01  4.7000000000E+01       1.5048603390E+02  2.4383588592E+01  2.0515300000E+01
  4.6000000000E+01  4.8000000000E+01      -2.3267182582E+01 -1.0444919495E+01  2.3244600000E+01
  4.7000000000E+01  4.9000000000E+01       2.6038153745E+02  6.0858274353E+01  2.3094000000E+01
  4.8000000000E+01  5.0000000000E+01       2.0234204323E+02  5.5519522134E+01  2.0628200000E+01
  4.9000000000E+01  5.1000000000E+01      -7.0758503085E+00  5.5709380616E+01  2.0239600000E+01
  5.0000000000E+01  5.2000000000E+01       2.1598084227E+02 -2.6656790518E+00  2.5920200000E+01
