# Model output (x mu nu), grid of 49x49=2401 pts
# Model parameter values (noise variance lengthscales [periods]): (1e-12, 0.06247343299259121, [0.3668060332993659, 3.230218305178564], [360.0, 120.0])
   -5.00000000E+01       -5.00000000E+01       -8.80280872E+03        9.99776249E-05    
   -4.25000000E+01       -5.00000000E+01       -8.80270256E+03        8.38610744E-04    
   -3.50000000E+01       -5.00000000E+01       -8.80259028E+03        1.38938266E-03    
   -2.75000000E+01       -5.00000000E+01       -8.80248032E+03        1.59883729E-03    
   -2.00000000E+01       -5.00000000E+01       -8.80238611E+03        2.17978074E-03    
   -1.25000000E+01       -5.00000000E+01       -8.80232367E+03        2.76962647E-03    
   -5.00000000E+00       -5.00000000E+01       -8.80230645E+03        2.45282899E-03    
    2.50000000E+00       -5.00000000E+01       -8.80233966E+03        1.14993679E-03    
    1.00000000E+01       -5.00000000E+01       -8.80241713E+03        4.10985492E-04    
    1.75000000E+01       -5.00000000E+01       -8.80252268E+03        1.24683792E-03    
    2.50000000E+01       -5.00000000E+01       -8.80263566E+03        9.84847319E-04    
    3.25000000E+01       -5.00000000E+01       -8.80273754E+03        1.00046478E-04    
    4.00000000E+01       -5.00000000E+01       -8.80281646E+03        9.39513023E-04    
    4.75000000E+01       -5.00000000E+01       -8.80286769E+03        1.50463229E-03    
    5.50000000E+01       -5.00000000E+01       -8.80289081E+03        2.21496940E-03    
    6.25000000E+01       -5.00000000E+01       -8.80288607E+03        3.02944338E-03    
    7.00000000E+01       -5.00000000E+01       -8.80285247E+03        3.18450106E-03    
    7.75000000E+01       -5.00000000E+01       -8.80278898E+03        2.43462866E-03    
    8.50000000E+01       -5.00000000E+01       -8.80269790E+03        1.42222271E-03    
    9.25000000E+01       -5.00000000E+01       -8.80258813E+03        1.00870114E-03    
    1.00000000E+02       -5.00000000E+01       -8.80247591E+03        6.45434051E-04    
    1.07500000E+02       -5.00000000E+01       -8.80238181E+03        7.35118914E-04    
    1.15000000E+02       -5.00000000E+01       -8.80232474E+03        1.54809459E-03    
    1.22500000E+02       -5.00000000E+01       -8.80231583E+03        1.70371785E-03    
    1.30000000E+02       -5.00000000E+01       -8.80235505E+03        9.49487506E-04    
    1.37500000E+02       -5.00000000E+01       -8.80243233E+03        3.15518547E-04    
    1.45000000E+02       -5.00000000E+01       -8.80253249E+03        1.31423065E-03    
    1.52500000E+02       -5.00000000E+01       -8.80264098E+03        1.55184522E-03    
    1.60000000E+02       -5.00000000E+01       -8.80274769E+03        9.46373582E-04    
    1.67500000E+02       -5.00000000E+01       -8.80284747E+03        1.68873674E-04    
    1.75000000E+02       -5.00000000E+01       -8.80293822E+03        1.10853246E-03    
    1.82500000E+02       -5.00000000E+01       -8.80301867E+03        1.48694642E-03    
    1.90000000E+02       -5.00000000E+01       -8.80308752E+03        1.12892721E-03    
    1.97500000E+02       -5.00000000E+01       -8.80314372E+03        3.01205276E-04    
    2.05000000E+02       -5.00000000E+01       -8.80318721E+03        5.18387670E-04    
    2.12500000E+02       -5.00000000E+01       -8.80321893E+03        8.00336884E-04    
    2.20000000E+02       -5.00000000E+01       -8.80324029E+03        5.42280396E-04    
    2.27500000E+02       -5.00000000E+01       -8.80325252E+03        2.65548018E-04    
    2.35000000E+02       -5.00000000E+01       -8.80325656E+03        2.41479154E-04    
    2.42500000E+02       -5.00000000E+01       -8.80325312E+03        1.70779061E-04    
    2.50000000E+02       -5.00000000E+01       -8.80324272E+03        5.88348929E-04    
    2.57500000E+02       -5.00000000E+01       -8.80322536E+03        5.87685940E-04    
    2.65000000E+02       -5.00000000E+01       -8.80320015E+03        1.02410173E-04    
    2.72500000E+02       -5.00000000E+01       -8.80316540E+03        8.17739767E-04    
    2.80000000E+02       -5.00000000E+01       -8.80311928E+03        1.16317862E-03    
    2.87500000E+02       -5.00000000E+01       -8.80306054E+03        8.48822030E-04    
    2.95000000E+02       -5.00000000E+01       -8.80298888E+03        4.70599533E-04    
    3.02500000E+02       -5.00000000E+01       -8.80290468E+03        4.82756460E-04    
    3.10000000E+02       -5.00000000E+01       -8.80280872E+03        9.99776249E-05    
   -5.00000000E+01       -4.75000000E+01       -8.80280336E+03        2.28174469E-04    
   -4.25000000E+01       -4.75000000E+01       -8.80269750E+03        8.52191706E-04    
   -3.50000000E+01       -4.75000000E+01       -8.80258539E+03        1.35472359E-03    
   -2.75000000E+01       -4.75000000E+01       -8.80247548E+03        1.56494602E-03    
   -2.00000000E+01       -4.75000000E+01       -8.80238122E+03        2.17474134E-03    
   -1.25000000E+01       -4.75000000E+01       -8.80231864E+03        2.75945109E-03    
   -5.00000000E+00       -4.75000000E+01       -8.80230126E+03        2.41963620E-03    
    2.50000000E+00       -4.75000000E+01       -8.80233432E+03        1.15387989E-03    
    1.00000000E+01       -4.75000000E+01       -8.80241166E+03        8.23486444E-04    
    1.75000000E+01       -4.75000000E+01       -8.80251714E+03        1.56665771E-03    
    2.50000000E+01       -4.75000000E+01       -8.80263008E+03        1.32566212E-03    
    3.25000000E+01       -4.75000000E+01       -8.80273196E+03        4.77021370E-04    
    4.00000000E+01       -4.75000000E+01       -8.80281090E+03        6.46212059E-04    
    4.75000000E+01       -4.75000000E+01       -8.80286217E+03        1.19779044E-03    
    5.50000000E+01       -4.75000000E+01       -8.80288536E+03        2.08736820E-03    
    6.25000000E+01       -4.75000000E+01       -8.80288070E+03        3.07456870E-03    
    7.00000000E+01       -4.75000000E+01       -8.80284720E+03        3.34911126E-03    
    7.75000000E+01       -4.75000000E+01       -8.80278380E+03        2.69628472E-03    
    8.50000000E+01       -4.75000000E+01       -8.80269276E+03        1.76567583E-03    
    9.25000000E+01       -4.75000000E+01       -8.80258297E+03        1.29038921E-03    
    1.00000000E+02       -4.75000000E+01       -8.80247065E+03        7.47258986E-04    
    1.07500000E+02       -4.75000000E+01       -8.80237638E+03        3.58934492E-04    
    1.15000000E+02       -4.75000000E+01       -8.80231908E+03        1.25891289E-03    
    1.22500000E+02       -4.75000000E+01       -8.80230990E+03        1.47172303E-03    
    1.30000000E+02       -4.75000000E+01       -8.80234883E+03        8.96307256E-04    
    1.37500000E+02       -4.75000000E+01       -8.80242585E+03        9.42984832E-04    
    1.45000000E+02       -4.75000000E+01       -8.80252580E+03        1.75742869E-03    
    1.52500000E+02       -4.75000000E+01       -8.80263418E+03        1.91291716E-03    
    1.60000000E+02       -4.75000000E+01       -8.80274092E+03        1.24974105E-03    
    1.67500000E+02       -4.75000000E+01       -8.80284083E+03        3.35090772E-04    
    1.75000000E+02       -4.75000000E+01       -8.80293176E+03        9.64718901E-04    
    1.82500000E+02       -4.75000000E+01       -8.80301236E+03        1.32241511E-03    
    1.90000000E+02       -4.75000000E+01       -8.80308122E+03        9.72123184E-04    
    1.97500000E+02       -4.75000000E+01       -8.80313729E+03        2.46395069E-04    
    2.05000000E+02       -4.75000000E+01       -8.80318050E+03        6.06564133E-04    
    2.12500000E+02       -4.75000000E+01       -8.80321187E+03        8.18879517E-04    
    2.20000000E+02       -4.75000000E+01       -8.80323289E+03        5.53021808E-04    
    2.27500000E+02       -4.75000000E+01       -8.80324486E+03        3.74577388E-04    
    2.35000000E+02       -4.75000000E+01       -8.80324872E+03        3.38325022E-04    
    2.42500000E+02       -4.75000000E+01       -8.80324520E+03        1.50984777E-04    
    2.50000000E+02       -4.75000000E+01       -8.80323479E+03        5.79135301E-04    
    2.57500000E+02       -4.75000000E+01       -8.80321748E+03        6.12161096E-04    
    2.65000000E+02       -4.75000000E+01       -8.80319241E+03        2.49076478E-04    
    2.72500000E+02       -4.75000000E+01       -8.80315792E+03        8.41675877E-04    
    2.80000000E+02       -4.75000000E+01       -8.80311215E+03        1.15657492E-03    
    2.87500000E+02       -4.75000000E+01       -8.80305385E+03        7.82147445E-04    
    2.95000000E+02       -4.75000000E+01       -8.80298267E+03        2.56061757E-04    
    3.02500000E+02       -4.75000000E+01       -8.80289894E+03        3.97291152E-04    
    3.10000000E+02       -4.75000000E+01       -8.80280336E+03        2.28174469E-04    
   -5.00000000E+01       -4.50000000E+01       -8.80279717E+03        3.94423800E-04    
   -4.25000000E+01       -4.50000000E+01       -8.80269156E+03        8.97430990E-04    
   -3.50000000E+01       -4.50000000E+01       -8.80257956E+03        1.31216146E-03    
   -2.75000000E+01       -4.50000000E+01       -8.80246965E+03        1.46570006E-03    
   -2.00000000E+01       -4.50000000E+01       -8.80237530E+03        2.08050390E-03    
   -1.25000000E+01       -4.50000000E+01       -8.80231258E+03        2.68388706E-03    
   -5.00000000E+00       -4.50000000E+01       -8.80229505E+03        2.38394491E-03    
    2.50000000E+00       -4.50000000E+01       -8.80232800E+03        1.33753548E-03    
    1.00000000E+01       -4.50000000E+01       -8.80240527E+03        1.37079842E-03    
    1.75000000E+01       -4.50000000E+01       -8.80251073E+03        2.00041233E-03    
    2.50000000E+01       -4.50000000E+01       -8.80262368E+03        1.74592249E-03    
    3.25000000E+01       -4.50000000E+01       -8.80272557E+03        9.22277755E-04    
    4.00000000E+01       -4.50000000E+01       -8.80280453E+03        5.18474448E-04    
    4.75000000E+01       -4.50000000E+01       -8.80285582E+03        8.59723929E-04    
    5.50000000E+01       -4.50000000E+01       -8.80287906E+03        1.91096460E-03    
    6.25000000E+01       -4.50000000E+01       -8.80287448E+03        3.04953521E-03    
    7.00000000E+01       -4.50000000E+01       -8.80284105E+03        3.43182504E-03    
    7.75000000E+01       -4.50000000E+01       -8.80277771E+03        2.87122420E-03    
    8.50000000E+01       -4.50000000E+01       -8.80268666E+03        2.02698746E-03    
    9.25000000E+01       -4.50000000E+01       -8.80257678E+03        1.56471511E-03    
    1.00000000E+02       -4.50000000E+01       -8.80246428E+03        9.85869053E-04    
    1.07500000E+02       -4.50000000E+01       -8.80236976E+03        1.80671882E-04    
    1.15000000E+02       -4.50000000E+01       -8.80231217E+03        1.07453322E-03    
    1.22500000E+02       -4.50000000E+01       -8.80230268E+03        1.42289632E-03    
    1.30000000E+02       -4.50000000E+01       -8.80234132E+03        1.26968823E-03    
    1.37500000E+02       -4.50000000E+01       -8.80241810E+03        1.67001123E-03    
    1.45000000E+02       -4.50000000E+01       -8.80251789E+03        2.35210058E-03    
    1.52500000E+02       -4.50000000E+01       -8.80262622E+03        2.40515172E-03    
    1.60000000E+02       -4.50000000E+01       -8.80273302E+03        1.67477204E-03    
    1.67500000E+02       -4.50000000E+01       -8.80283310E+03        6.78086385E-04    
    1.75000000E+02       -4.50000000E+01       -8.80292423E+03        8.20944206E-04    
    1.82500000E+02       -4.50000000E+01       -8.80300499E+03        1.12889994E-03    
    1.90000000E+02       -4.50000000E+01       -8.80307389E+03        8.13575837E-04    
    1.97500000E+02       -4.50000000E+01       -8.80312983E+03        3.42974935E-04    
    2.05000000E+02       -4.50000000E+01       -8.80317278E+03        7.28331725E-04    
    2.12500000E+02       -4.50000000E+01       -8.80320382E+03        8.54272893E-04    
    2.20000000E+02       -4.50000000E+01       -8.80322452E+03        5.85721846E-04    
    2.27500000E+02       -4.50000000E+01       -8.80323626E+03        4.95574884E-04    
    2.35000000E+02       -4.50000000E+01       -8.80323999E+03        4.50636190E-04    
    2.42500000E+02       -4.50000000E+01       -8.80323642E+03        1.53184848E-04    
    2.50000000E+02       -4.50000000E+01       -8.80322603E+03        5.50154959E-04    
    2.57500000E+02       -4.50000000E+01       -8.80320880E+03        6.40327998E-04    
    2.65000000E+02       -4.50000000E+01       -8.80318389E+03        4.91163332E-04    
    2.72500000E+02       -4.50000000E+01       -8.80314965E+03        1.00753636E-03    
    2.80000000E+02       -4.50000000E+01       -8.80310425E+03        1.27391439E-03    
